"prize"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"GramD1B"	0.287592712155978	7.07507280273671e-20	0.287592712155978	0.241	0.17	1.13717645158387e-15
"enc"	0.265907960105997	1.75225750282296e-19	0.265907960105997	0.466	0.382	2.81640348428734e-15
"egh"	0.258875449198526	1.99309229231319e-19	0.258875449198526	0.472	0.388	3.203497241435e-15
"Lmpt"	0.400895636008959	1.99570086911938e-19	0.400895636008959	0.109	0.062	3.20769000693558e-15
"CG42324"	0.298297750848089	2.10748042002581e-19	0.298297750848089	0.349	0.272	3.38735327910748e-15
"sr"	0.312755576670801	2.91451334812059e-19	0.312755576670801	0.385	0.302	4.68449730443422e-15
"fok"	0.257129440969094	3.35931535221581e-19	0.257129440969094	0.503	0.416	5.39942756561647e-15
"prd1"	0.287597180687132	3.73800362851969e-19	0.287597180687132	0.273	0.2	6.0080932321197e-15
"klg"	0.258941115961941	6.48647572603422e-19	0.258941115961941	0.364	0.284	1.04257124344548e-14
"stj"	0.283774937985324	6.48873575473046e-19	0.283774937985324	0.298	0.223	1.04293449785783e-14
"PDZ-GEF"	0.307934228092852	6.93181314725979e-19	0.307934228092852	0.262	0.193	1.11415032715907e-14
"CG34355"	0.292984262632432	1.14290330571497e-18	0.292984262632432	0.377	0.297	1.83698848327568e-14
"Sema2b"	0.2717055398317	1.34158705442597e-18	0.2717055398317	0.372	0.291	2.15633287257886e-14
"spir"	0.314805007292408	1.5864663359002e-18	0.314805007292408	0.346	0.274	2.54992734169239e-14
"pod1"	0.294176102253119	1.75080727029671e-18	0.294176102253119	0.25	0.181	2.81407252554791e-14
"CG16711"	0.262196370562314	2.12528275142005e-18	0.262196370562314	0.484	0.405	3.41596696635744e-14
"CG31760"	0.308809426021686	2.13602666829998e-18	0.308809426021686	0.34	0.266	3.43323566395856e-14
"CG12531"	0.282638471102855	3.92560687752174e-18	0.282638471102855	0.493	0.413	6.30962793424069e-14
"Bili"	0.28237437559712	4.04830413050478e-18	0.28237437559712	0.239	0.171	6.50683922896033e-14
"CG5758"	0.37350712681131	5.72592973156723e-18	0.37350712681131	0.249	0.184	9.20328685754801e-14
"CG11537"	0.26827571597189	5.91798282669906e-18	0.26827571597189	0.377	0.304	9.5119737973534e-14
"CG7029"	0.27537633029297	8.1479729304698e-18	0.27537633029297	0.35	0.274	1.30962368911441e-13
"oaf"	0.302554015859497	1.02147080027648e-17	0.302554015859497	0.193	0.131	1.64181001728438e-13
"CG7546"	0.291840256099893	1.09619231201355e-17	0.291840256099893	0.162	0.106	1.76190990309939e-13
"fwe"	0.272719783324944	1.10207024341853e-17	0.272719783324944	0.466	0.387	1.7713575022466e-13
"tai"	0.261172970882514	2.08124158953871e-17	0.261172970882514	0.429	0.351	3.34517960686556e-13
"CG43778"	0.318259041288581	2.15899264465951e-17	0.318259041288581	0.292	0.225	3.47014887776123e-13
"mt:Cyt-b"	0.637468173948625	2.18630574230768e-17	0.637468173948625	0.18	0.19	3.51404921961113e-13
"Paip2"	0.258365027418927	2.2977801471397e-17	0.258365027418927	0.335	0.259	3.69322203049764e-13
"CG15431"	0.259212198145637	2.37253550308644e-17	0.259212198145637	0.178	0.118	3.81337631411084e-13
"Pp2B-14D"	0.267010758827577	2.50448262495936e-17	0.267010758827577	0.371	0.294	4.02545492309717e-13
"siz"	0.274620078974109	3.04877409276854e-17	0.274620078974109	0.337	0.265	4.90029459930687e-13
"hang"	0.258491054868601	3.72444352967736e-17	0.258491054868601	0.29	0.218	5.98629808525041e-13
"plx"	0.259114113456709	4.39512409914938e-17	0.259114113456709	0.348	0.275	7.06428296456279e-13
"Eph"	0.260000806341147	4.88126468960382e-17	0.260000806341147	0.36	0.286	7.84565673560022e-13
"CG9171"	0.279689661370834	5.05056063069125e-17	0.279689661370834	0.303	0.233	8.11776610171005e-13
"cnn"	0.267787250915515	9.9683704771752e-17	0.267787250915515	0.174	0.116	1.60221618679637e-12
"CG31998"	0.286932762740495	1.72339005978575e-16	0.286932762740495	0.367	0.298	2.77000484309364e-12
"slim"	0.261182724843065	1.96577972016984e-16	0.261182724843065	0.166	0.11	3.15959774422899e-12
"dpr21"	0.284397737009413	2.35397386001915e-16	0.284397737009413	0.179	0.127	3.78354218520878e-12
"DnaJ-1"	0.313658569830273	2.42803268719205e-16	0.313658569830273	0.47	0.395	3.90257693812378e-12
"l(1)G0469"	0.279003094402431	2.54482008324254e-16	0.279003094402431	0.458	0.381	4.09028931979574e-12
"Deaf1"	0.280428048285969	4.67544115490989e-16	0.280428048285969	0.287	0.218	7.51483656828667e-12
"ssx"	0.255088111228178	4.99634216159589e-16	0.255088111228178	0.292	0.223	8.03062075633308e-12
"CG8500"	0.307151523773455	1.267173259418e-15	0.307151523773455	0.332	0.264	2.03672757986256e-11
"CG8641"	0.316207749861043	1.48817130407225e-15	0.316207749861043	0.186	0.13	2.39193773703533e-11
"tws"	0.265010195366022	1.94159222287235e-15	0.265010195366022	0.313	0.244	3.12072117982273e-11
"sina"	0.264115499192461	2.09647308902412e-15	0.264115499192461	0.303	0.235	3.36966119598847e-11
"CG17321"	0.256746320932429	2.31612410064384e-15	0.256746320932429	0.295	0.228	3.72270626696485e-11
"Unc-76"	0.250531205136658	2.37142080083707e-15	0.250531205136658	0.406	0.334	3.81158465318543e-11
"Snx27"	0.267103768243564	2.81429636577801e-15	0.267103768243564	0.339	0.269	4.523418548715e-11
"kay"	0.254351378069467	3.06163397271599e-15	0.254351378069467	0.144	0.093	4.92096428434641e-11
"SP1173"	0.284878400954274	4.63390195880791e-15	0.284878400954274	0.115	0.07	7.44807061839195e-11
"CG4562"	0.252630530401763	5.48885386596128e-15	0.252630530401763	0.134	0.087	8.82223481875956e-11
"dsd"	0.272529294154021	9.56306108254291e-15	0.272529294154021	0.275	0.214	1.53707080779712e-10
"ckn"	0.268798858885424	1.18633622803079e-14	0.268798858885424	0.332	0.266	1.90679821931388e-10
"tud"	0.254072514516481	2.16920320024226e-14	0.254072514516481	0.208	0.149	3.48656030374939e-10
"cmpy"	0.260650399327698	2.1886524236691e-14	0.260650399327698	0.359	0.291	3.51782104056335e-10
"CG12851"	0.272112585443139	3.34383937677803e-14	0.272112585443139	0.177	0.127	5.37455303029533e-10
"Pp2A-29B"	0.253784864445296	1.06808906319015e-13	0.253784864445296	0.272	0.214	1.71673955126553e-09
"Epac"	0.299350574869867	1.12225947423018e-13	0.299350574869867	0.169	0.117	1.80380765293018e-09
"Amph"	0.297517730697819	1.88576516478765e-13	0.297517730697819	0.204	0.151	3.03099034936319e-09
"dally"	0.261241298817238	2.71646525820403e-13	0.261241298817238	0.121	0.081	4.36617460951134e-09
"mt:CoIII"	0.535142181947398	9.71289332466742e-13	0.535142181947398	0.163	0.168	1.56115334407379e-08
"rdgC"	0.251274132334329	1.8648269570286e-12	0.251274132334329	0.252	0.199	2.99733636803207e-08
"Syn1"	0.25461921507163	2.34427481145075e-12	0.25461921507163	0.331	0.274	3.76795290444479e-08
"Hsp68"	0.260072649066601	5.38020116173265e-12	0.260072649066601	0.326	0.263	8.64759732725289e-08
"beat-VII"	0.262569409020479	2.79519460556651e-11	0.262569409020479	0.226	0.173	4.49271628952706e-07
"CG10947"	0.254332649271939	1.25203618527662e-09	0.254332649271939	0.235	0.197	2.01239776059511e-05
"nrv2"	0.292651472389983	1.59569550084979e-09	0.292651472389983	0.131	0.092	2.56476137851586e-05
"mt:ND1"	0.554612372643666	9.06802926532381e-09	0.554612372643666	0.273	0.228	0.00014575043438155
"asRNA:CR45600"	0.813402060226365	1e-200	-0.813402060226365	0.001	0.149	1.06495791057952e-264
"CG2233"	2.59329619826681	1e-200	-2.59329619826681	0.108	0.341	9.21450367831222e-250
"fon"	2.43752573913847	1e-200	-2.43752573913847	0.075	0.299	2.28720106259239e-246
"Gbp2"	2.35036835961244	1e-200	-2.35036835961244	0.106	0.318	4.07845079840162e-215
"Idgf5"	2.1278379223035	1.00022950825773e-200	-2.1278379223035	0.03	0.196	3.68888622645653e-200
"NimB2"	2.10669019844682	7.82141126275991e-196	-2.10669019844682	0.101	0.299	1.2571193592634e-191
"Cyt-b5-r"	2.13831507969893	1.5683322974299e-195	-2.13831507969893	0.052	0.225	2.52076442865908e-191
"Idgf6"	2.12164961443764	3.04112344575792e-193	-2.12164961443764	0.134	0.337	4.88799755363671e-189
"CG31705"	1.93424559452919	1.98813310394815e-188	-1.93424559452919	0.072	0.259	3.19552633797426e-184
"Idgf4"	2.03976117913701	1.93445122046987e-186	-2.03976117913701	0.09	0.284	3.10924344666121e-182
"CG4716"	1.98483125283189	4.63937790558329e-185	-1.98483125283189	0.16	0.36	7.45687210764402e-181
"Cyp28d1"	1.93980269960208	2.23558101261488e-179	-1.93980269960208	0.04	0.203	3.5932493615759e-175
"Glt"	1.90186972440546	3.58651666087943e-176	-1.90186972440546	0.049	0.213	5.7646082290315e-172
"Calr"	1.83404223723601	8.65840228245045e-176	-1.83404223723601	0.197	0.377	1.39166499885826e-171
"Spn43Ab"	1.99211104203035	1.86780440812098e-173	-1.99211104203035	0.114	0.301	3.00212202517285e-169
"Cyp6d5"	1.45453409702866	2.01457086067983e-170	-1.45453409702866	0.002	0.1	3.23801974437069e-166
"Yp3"	1.92269865773791	5.82963286892024e-167	-1.92269865773791	0.19	0.4	9.36996891021551e-163
"CG8586"	1.84417357925592	1.61999031363636e-166	-1.84417357925592	0.047	0.206	2.60381043110772e-162
"Irc"	1.79485900636909	4.45766523040157e-163	-1.79485900636909	0.035	0.181	7.16480532482444e-159
"Yp2"	1.70661875735912	2.91673558044837e-153	-1.70661875735912	0.181	0.396	4.68806909845467e-149
"Cyp9b2"	1.66622010285988	3.74547334710039e-153	-1.66622010285988	0.025	0.16	6.02009931079446e-149
"Jabba"	1.78288870375853	8.29833807009763e-151	-1.78288870375853	0.069	0.228	1.33379187800679e-146
"Yp1"	1.64992081148938	6.22894984936403e-148	-1.64992081148938	0.167	0.378	1.00117910928828e-143
"CG6409"	2.09508499019912	3.05631603891328e-147	-2.09508499019912	0.028	0.159	4.91241676934531e-143
"Desat1"	1.42323062215372	2.55498327254846e-146	-1.42323062215372	0.371	0.478	4.10662461396715e-142
"frma"	1.67226188461292	1.60994899685189e-145	-1.67226188461292	0.044	0.188	2.58767102264005e-141
"RpS4"	0.844250074424651	1.11103861831996e-143	-0.844250074424651	0.462	0.673	1.78577237122567e-139
"Obp99c"	1.68515979527994	1.98346228394985e-143	-1.68515979527994	0.105	0.28	3.18801892899259e-139
"Acsl"	1.59574796537862	5.77299034301963e-143	-1.59574796537862	0.141	0.261	9.27892737833546e-139
"RpL7"	0.804965158261586	6.64227020370302e-143	-0.804965158261586	0.504	0.713	1.06761208984119e-138
"Ugt49B1"	1.685267023967	5.97560150650046e-138	-1.685267023967	0.052	0.198	9.6045843013982e-134
"phu"	1.9453358522633	1.17572326425534e-133	-1.9453358522633	0.081	0.238	1.8897400026376e-129
"CG3246"	1.73589488784356	2.60023310174242e-131	-1.73589488784356	0.053	0.191	4.1793546644306e-127
"Idgf2"	1.6004532347165	1.23908359929799e-130	-1.6004532347165	0.072	0.222	1.99157906915165e-126
"CG18135"	1.62568093863382	1.57784212723861e-128	-1.62568093863382	0.238	0.353	2.53606565111061e-124
"CG31769"	1.6074549629052	2.64284938795877e-128	-1.6074549629052	0.04	0.171	4.24785182126614e-124
"CG15293"	1.63488222585725	3.00005544866823e-127	-1.63488222585725	0.053	0.19	4.82198912264445e-123
"CG14629"	1.63017382125833	1.28390588179001e-126	-1.63017382125833	0.058	0.196	2.06362192380109e-122
"nec"	1.59388057513655	8.55391453351353e-122	-1.59388057513655	0.062	0.203	1.37487068297163e-117
"CG42369"	1.52973945123992	3.79378258206761e-118	-1.52973945123992	0.052	0.182	6.09774674415726e-114
"CG10680"	1.44769648856661	2.17511023703678e-115	-1.44769648856661	0.065	0.205	3.49605468398922e-111
"AttC"	2.09242641871006	5.1028490142949e-115	-2.09242641871006	0.052	0.179	8.2018092206762e-111
"RpL27A"	0.905429218240001	1.08963539909091e-114	-0.905429218240001	0.537	0.698	1.75137097695882e-110
"CG32521"	1.39833177152259	3.97219144384518e-112	-1.39833177152259	0.077	0.204	6.38450330769236e-108
"Pdi"	1.29069054205412	1.43060434274872e-110	-1.29069054205412	0.148	0.277	2.29941036010001e-106
"CG9451"	1.46810981959671	2.09512397640151e-110	-1.46810981959671	0.031	0.142	3.36749276727015e-106
"CG15096"	1.48120528423633	8.13757000795602e-110	-1.48120528423633	0.029	0.137	1.30795162737877e-105
"CG1648"	0.722184272343003	4.38414969416164e-109	-0.722184272343003	0.033	0.148	7.046643803426e-105
"fat-spondin"	1.44109797058188	7.09177118934882e-109	-1.44109797058188	0.042	0.16	1.13986038326404e-104
"Spn88Eb"	1.40642319056572	4.51208819851372e-106	-1.40642319056572	0.028	0.132	7.2522793614711e-102
"RpL23"	0.814009446680821	2.85203800915817e-104	-0.814009446680821	0.425	0.604	4.58408069211993e-100
"RpL17"	0.867482237012308	1.02297725166228e-103	-0.867482237012308	0.375	0.569	1.64423133659679e-99
"RpL37a"	0.666724472878691	3.35917169421394e-102	-0.666724472878691	0.437	0.631	5.39919666411007e-98
"RpL26"	0.779555204814923	1.07790035848874e-100	-0.779555204814923	0.601	0.732	1.73250924619895e-96
"Est-6"	1.23564038325645	3.31429518788624e-100	-1.23564038325645	0.021	0.116	5.32706665548956e-96
"RpS8"	0.730927595074024	1.60857093589731e-98	-0.730927595074024	0.482	0.655	2.58545606526774e-94
"RpS15"	0.633297019671491	1.27097826692092e-97	-0.633297019671491	0.519	0.684	2.04284336842199e-93
"Nep6"	1.32300333125573	1.40504336661515e-96	-1.32300333125573	0.037	0.142	2.25832620316054e-92
"CG2736"	1.41269274795293	5.27723738837135e-96	-1.41269274795293	0.045	0.155	8.48210365432927e-92
"uex"	0.569128846702017	6.4568409186096e-96	-0.569128846702017	0.546	0.603	1.03780804084812e-91
"RpL13A"	0.807265573262754	9.70393352097669e-96	-0.807265573262754	0.448	0.619	1.55971323482658e-91
"yellow-f2"	1.24304667288479	3.40095672324132e-95	-1.24304667288479	0.021	0.112	5.46635774126577e-91
"CG8654"	1.15723216365446	1.64291803586699e-94	-1.15723216365446	0.017	0.103	2.64066215904901e-90
"Elal"	1.29511930254454	2.29373656979157e-94	-1.29511930254454	0.045	0.156	3.68672278862599e-90
"cathD"	1.19409100214634	5.57309740665002e-93	-1.19409100214634	0.117	0.221	8.95763946170857e-89
"CLIP-190"	0.671660850420529	6.86702845928591e-92	-0.671660850420529	0.408	0.512	1.10373748426102e-87
"CG31937"	1.18890300413607	6.46228153185199e-91	-1.18890300413607	0.046	0.152	1.03868251061457e-86
"Cpr"	1.31981876970926	2.97820113986064e-90	-1.31981876970926	0.061	0.159	4.78686269209801e-86
"SPARC"	1.25598506530058	3.45398262761515e-90	-1.25598506530058	0.051	0.165	5.55158627736583e-86
"RpS27A"	0.734626931825153	2.23639600642947e-89	-0.734626931825153	0.536	0.663	3.59455930113409e-85
"RpS7"	0.795890967886512	7.59486856839383e-87	-0.795890967886512	0.459	0.625	1.22072322499794e-82
"TRAM"	1.15133836441111	6.44302605157162e-86	-1.15133836441111	0.06	0.142	1.03558757726911e-81
"CG5946"	1.04079141229503	1.24050481609507e-85	-1.04079141229503	0.113	0.218	1.9938633909096e-81
"RpL6"	0.656149937152017	2.71210117938932e-85	-0.656149937152017	0.453	0.612	4.35916022563246e-81
"AdipoR"	1.01280999721629	3.09106721796957e-84	-1.01280999721629	0.187	0.272	4.96827233944249e-80
"apolpp"	1.3055850776312	6.11557286368657e-84	-1.3055850776312	0.044	0.132	9.82956026380342e-80
"Nepl11"	1.16685671990978	7.44756613320471e-84	-1.16685671990978	0.035	0.129	1.19704730458999e-79
"Fatp1"	1.05350037247127	3.62647484470189e-82	-1.05350037247127	0.068	0.146	5.82883301788934e-78
"CG17549"	1.26274970911382	7.61976736790127e-82	-1.26274970911382	0.041	0.139	1.22472520904277e-77
"RpS3"	0.617342546329934	1.27879824748585e-81	-0.617342546329934	0.502	0.638	2.055412423184e-77
"RpL31"	0.667474714650466	6.9294725893537e-81	-0.667474714650466	0.562	0.681	1.11377412928682e-76
"Iris"	1.13898465635829	2.01971286575618e-80	-1.13898465635829	0.024	0.107	3.24628448912991e-76
"sta"	0.570731125393493	2.70817913709615e-80	-0.570731125393493	0.442	0.607	4.35285632705464e-76
"Cyp4g1"	1.17411711406209	1.02124573243885e-79	-1.17411711406209	0.067	0.182	1.64144826574897e-75
"Qsox1"	0.930959304567005	1.04561636135462e-79	-0.930959304567005	0.033	0.116	1.68061917760528e-75
"CG31326"	1.09833864612088	1.09607528056589e-79	-1.09833864612088	0.034	0.127	1.76172179845355e-75
"Agpat3"	1.05556801319712	5.0045177631928e-79	-1.05556801319712	0.113	0.216	8.04376140077978e-75
"RpL28"	0.721738376093843	5.80613125905287e-79	-0.721738376093843	0.549	0.68	9.33219477267568e-75
"RpL19"	0.811921767534197	1.59472665048855e-76	-0.811921767534197	0.514	0.643	2.56320414533024e-72
"Apoltp"	1.08539140350672	4.26385176337552e-76	-1.08539140350672	0.057	0.145	6.85328893927348e-72
"CG17271"	0.994182432130633	7.91388248361921e-76	-0.994182432130633	0.098	0.198	1.27199833159212e-71
"CtsB1"	0.964828749060331	1.45145000384825e-75	-0.964828749060331	0.167	0.279	2.3329155911853e-71
"RpS10b"	0.602838183468876	2.93690851559758e-75	-0.602838183468876	0.461	0.605	4.72049305712e-71
"Eglp4"	1.06336343434322	9.87739020357597e-75	-1.06336343434322	0.023	0.103	1.58759292742077e-70
"CG18067"	1.07229737117726	8.913956330508e-73	-1.07229737117726	0.038	0.129	1.43274020100255e-68
"RpS11"	0.694408666194042	2.04005912482566e-72	-0.694408666194042	0.584	0.68	3.27898703133228e-68
"RpL10"	0.59622755710043	3.65775271841646e-72	-0.59622755710043	0.564	0.679	5.87910594431077e-68
"RpLP2"	0.657042207256222	6.26727278499067e-70	-0.657042207256222	0.38	0.518	1.00733875473155e-65
"RpS25"	0.556494020294706	1.18089869394018e-69	-0.556494020294706	0.644	0.706	1.89805847077006e-65
"CG8036"	0.89279536687203	5.75427468462956e-69	-0.89279536687203	0.051	0.146	9.24884570060509e-65
"Gbp3"	0.985190757845033	2.38783469896006e-67	-0.985190757845033	0.035	0.119	3.8379667116385e-63
"Gp93"	0.940386427442005	3.89231829753434e-67	-0.940386427442005	0.099	0.172	6.25612319962695e-63
"Agpat4"	1.0670300540049	3.87821713225851e-66	-1.0670300540049	0.025	0.1	6.23345839667911e-62
"CG7920"	0.761660392085387	9.26929313179615e-66	-0.761660392085387	0.152	0.271	1.4898534850736e-61
"Tsf1"	1.55682352961131	1.19307248755235e-64	-1.55682352961131	0.036	0.117	1.91762540924289e-60
"RpL14"	0.676898259894323	4.9841087444648e-64	-0.676898259894323	0.591	0.686	8.01095798497827e-60
"RpS2"	0.571594919395676	2.64903331806059e-63	-0.571594919395676	0.46	0.583	4.25779125211879e-59
"RpL10Ab"	0.617067098135877	3.04873954761137e-63	-0.617067098135877	0.453	0.567	4.90023907487576e-59
"RpLP0"	0.527511920973355	1.80357312519795e-61	-0.527511920973355	0.454	0.588	2.89888308413067e-57
"RpS21"	0.607621002561338	2.71165058084924e-61	-0.607621002561338	0.468	0.585	4.35843597859899e-57
"RpS6"	0.483736604804419	8.87990693951154e-61	-0.483736604804419	0.615	0.686	1.42726744238769e-56
"CD98hc"	0.79338557883536	1.0425983600244e-60	-0.79338557883536	0.224	0.297	1.67576834406722e-56
"Cp1"	0.824218590765543	2.83331526258257e-60	-0.824218590765543	0.143	0.234	4.55398762154897e-56
"DNaseII"	1.0363935663787	3.7236446473178e-60	-1.0363935663787	0.033	0.107	5.9850140416339e-56
"RpL7A"	0.606902651869505	5.98812570825729e-60	-0.606902651869505	0.502	0.626	9.62471445088194e-56
"ERp60"	0.877728038400349	9.82229637222098e-59	-0.877728038400349	0.089	0.163	1.57873769590708e-54
"RpL18"	0.545501240440924	1.54868093873166e-58	-0.545501240440924	0.487	0.608	2.48919487282339e-54
"RpL36A"	0.56525059527159	1.24139098945505e-57	-0.56525059527159	0.551	0.65	1.99528773735111e-53
"RpL34b"	0.751064318631766	2.27068010528672e-57	-0.751064318631766	0.401	0.522	3.64966413322734e-53
"RpS18"	0.523030482920342	3.02333585787531e-57	-0.523030482920342	0.542	0.648	4.85940772436299e-53
"RpL12"	0.610312899174899	5.26934978412288e-57	-0.610312899174899	0.495	0.611	8.46942590802071e-53
"RpS26"	0.503356577820239	2.07835460197057e-56	-0.503356577820239	0.581	0.68	3.3405393517473e-52
"RpS15Aa"	0.557948211827615	5.08342925231368e-56	-0.557948211827615	0.416	0.545	8.17059583724378e-52
"eEF1beta"	0.71045813233373	5.85606633722906e-56	-0.71045813233373	0.183	0.308	9.41245542382827e-52
"Fer2LCH"	0.604441278326302	1.34801596340906e-55	-0.604441278326302	0.377	0.492	2.16666605798738e-51
"CG9691"	0.864503620609577	5.95746164870006e-55	-0.864503620609577	0.032	0.105	9.57542810795561e-51
"CG13739"	0.606510336034215	8.60748987609978e-55	-0.606510336034215	0.408	0.46	1.38348184778552e-50
"RpS29"	0.473368263950972	2.72279057527271e-54	-0.473368263950972	0.578	0.673	4.37634129163583e-50
"RpL8"	0.449656561221426	6.99270699934456e-54	-0.449656561221426	0.576	0.683	1.12393779600465e-49
"Rack1"	0.586369621712834	1.71713406481805e-53	-0.586369621712834	0.423	0.552	2.75994958238205e-49
"RpL13"	0.554313853328288	1.72293531942092e-53	-0.554313853328288	0.527	0.635	2.76927393890524e-49
"RpS16"	0.631881144352839	2.40150243936351e-52	-0.631881144352839	0.472	0.583	3.85993487078897e-48
"RpL18A"	0.608108993575864	3.08795744463504e-52	-0.608108993575864	0.51	0.611	4.9632740007619e-48
"His4r"	0.502392669151846	4.80542048254977e-52	-0.502392669151846	0.474	0.554	7.72375234160224e-48
"CG13887"	0.618474843758074	4.88727186538908e-52	-0.618474843758074	0.101	0.197	7.85531206923986e-48
"RpS27"	0.454194617560088	5.81587328039208e-52	-0.454194617560088	0.556	0.66	9.3478531235742e-48
"nmd"	0.776769400059518	7.98948381824522e-52	-0.776769400059518	0.047	0.116	1.28414973410655e-47
"RpL9"	0.557155924170391	9.67687656118254e-52	-0.557155924170391	0.513	0.613	1.55536436967887e-47
"Acer"	0.800723935726141	4.58420152229438e-50	-0.800723935726141	0.05	0.107	7.36818710678375e-46
"RpL23A"	0.610128025627628	1.29626881307331e-49	-0.610128025627628	0.504	0.599	2.08349286325273e-45
"RpL3"	0.600088175923928	1.93493088482775e-48	-0.600088175923928	0.436	0.534	3.11001441118365e-44
"RpL35"	0.584173015473066	2.06216459224681e-48	-0.584173015473066	0.44	0.542	3.3145171491183e-44
"Hmu"	0.701356948449443	2.25662116605622e-47	-0.701356948449443	0.067	0.127	3.62706720020216e-43
"Spt-I"	0.677555816829477	2.61400427185555e-47	-0.677555816829477	0.046	0.116	4.20148906615342e-43
"ATP6AP2"	0.654972790122621	4.76836647136273e-47	-0.654972790122621	0.2	0.29	7.66419542942131e-43
"RpS28b"	0.518492245475111	8.35581164048706e-47	-0.518492245475111	0.583	0.662	1.34302960497549e-42
"CG12116"	0.720517521098263	1.25268732265571e-46	-0.720517521098263	0.067	0.151	2.01344433370453e-42
"eIF3m"	0.568266157522846	1.28495499702841e-46	-0.568266157522846	0.196	0.308	2.06530816672376e-42
"26-29-p"	0.710163452814857	6.45294833961929e-46	-0.710163452814857	0.076	0.141	1.03718238662701e-41
"CG2852"	0.70335570745783	2.15115821994789e-45	-0.70335570745783	0.23	0.312	3.45755660692225e-41
"RpL27"	0.59995912145088	2.3997888044534e-45	-0.59995912145088	0.468	0.571	3.85718054539795e-41
"ATPsyngamma"	0.578177370552688	1.14800939984302e-44	-0.578177370552688	0.219	0.32	1.84519550836768e-40
"RpL21"	0.590376808360752	1.54671771142475e-44	-0.590376808360752	0.581	0.663	2.48603937757301e-40
"ergic53"	0.711997005212992	2.5716946407468e-44	-0.711997005212992	0.054	0.106	4.13348479607234e-40
"GstD1"	0.606454383623915	1.84556225430204e-43	-0.606454383623915	0.164	0.255	2.96637221133967e-39
"COX4"	0.528074845542116	2.20042461916981e-43	-0.528074845542116	0.309	0.417	3.53674249039163e-39
"eca"	0.67626603139321	3.93449697445395e-43	-0.67626603139321	0.073	0.134	6.32391698703983e-39
"RpS12"	0.480358617721232	7.7811044100884e-43	-0.480358617721232	0.463	0.571	1.25065691183351e-38
"Pal1"	0.723263645129289	8.33112309415923e-43	-0.723263645129289	0.044	0.101	1.33906141492421e-38
"Tctp"	0.488977434236974	8.51975127689969e-43	-0.488977434236974	0.436	0.544	1.36937962273609e-38
"Hsp26"	0.35884242965927	2.77488193417788e-42	-0.35884242965927	0.513	0.458	4.46006773280411e-38
"ATPsynD"	0.510047927704242	3.17130382728913e-42	-0.510047927704242	0.316	0.427	5.09723664160182e-38
"RpL35A"	0.615947827402946	3.76097498969549e-42	-0.615947827402946	0.377	0.484	6.04501510093756e-38
"COX5B"	0.472596724832965	1.38312796566644e-40	-0.472596724832965	0.233	0.343	2.22310157921567e-36
"Nacalpha"	0.450187625159649	1.7092242875105e-40	-0.450187625159649	0.457	0.537	2.74723619731563e-36
"RFeSP"	0.568177309271106	8.81809220522991e-40	-0.568177309271106	0.224	0.318	1.4173319601466e-35
"cype"	0.455768473898409	4.72516212052594e-39	-0.455768473898409	0.309	0.426	7.59475307632134e-35
"eEF1alpha1"	0.688492406024633	3.13535068707819e-38	-0.688492406024633	0.255	0.349	5.03944915934077e-34
"ATPsynO"	0.512030820387019	3.30169174645544e-38	-0.512030820387019	0.237	0.333	5.30680914407782e-34
"VhaM9.7-a"	0.448584126494566	5.78457343544601e-38	-0.448584126494566	0.361	0.451	9.29754488279237e-34
"RpS9"	0.415315972360261	6.88745644470642e-38	-0.415315972360261	0.574	0.651	1.10702087435766e-33
"levy"	0.494238336158709	2.59503087715506e-37	-0.494238336158709	0.316	0.412	4.17099312885133e-33
"Idgf1"	0.733182029078848	3.46730404136324e-37	-0.733182029078848	0.072	0.146	5.57299778568314e-33
"path"	0.584577988081463	9.0726103245208e-37	-0.584577988081463	0.094	0.147	1.45824065746023e-32
"ATPsynG"	0.465637503905823	2.4591565780343e-36	-0.465637503905823	0.333	0.426	3.95260236787452e-32
"COX7A"	0.465946306822841	3.70384152729773e-36	-0.465946306822841	0.317	0.41	5.95318448682565e-32
"RpL4"	0.463722173546613	1.20532430210057e-35	-0.463722173546613	0.379	0.477	1.93731775076624e-31
"CG17841"	0.565113120207528	1.48618695614756e-35	-0.565113120207528	0.369	0.421	2.38874829461598e-31
"RpL40"	0.431221171953336	1.92621421528536e-35	-0.431221171953336	0.466	0.557	3.09600410822816e-31
"Ddc"	0.422441750450255	3.98968005484708e-35	-0.422441750450255	0.422	0.481	6.4126127521557e-31
"ATPsynCF6"	0.456320339209616	1.93459325731381e-34	-0.456320339209616	0.287	0.384	3.10947174248049e-30
"Sap-r"	0.626461143435113	3.37401129004974e-34	-0.626461143435113	0.151	0.2	5.42304834649695e-30
"eEF1gamma"	0.464913375864025	5.53599761995266e-34	-0.464913375864025	0.177	0.268	8.89800897454991e-30
"Nplp2"	0.720647220833435	7.42613186600881e-34	-0.720647220833435	0.077	0.149	1.1936021748236e-29
"Eno"	0.493608751143146	1.18069334569594e-33	-0.493608751143146	0.447	0.519	1.89772841453708e-29
"ATPsynC"	0.286886420630479	1.4979183034792e-33	-0.286886420630479	0.65	0.677	2.40760408918212e-29
"RpL32"	0.424438078754989	2.89812299671384e-33	-0.424438078754989	0.582	0.677	4.65815309261815e-29
