"prize"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Mdh2"	0.272533609724688	3.88205758232211e-120	-0.272533609724688	0.225	0.302	6.23963115206632e-116
"cni"	0.290244900507963	1.02745368731371e-119	-0.290244900507963	0.086	0.14	1.65142631161933e-115
"ND-13B"	0.291655690182771	1.73122929681406e-119	-0.291655690182771	0.177	0.248	2.78260484876924e-115
"Arl6IP1"	0.274410343495104	1.51074897703621e-118	-0.274410343495104	0.209	0.283	2.4282268307903e-114
"VhaAC39-1"	0.302735439269	4.39708153323296e-118	-0.302735439269	0.172	0.241	7.06742914836534e-114
"ND-PDSW"	0.300401795323756	6.62999611028909e-118	-0.300401795323756	0.18	0.251	1.06563927480677e-113
"CG14464"	0.305947608912345	7.10669753414608e-118	-0.305947608912345	0.181	0.252	1.1422594946633e-113
"CG12822"	0.323879702786574	2.9267534644192e-117	-0.323879702786574	0.096	0.152	4.70417084336099e-113
"Pomp"	0.30248197827679	1.07743840703419e-116	-0.30248197827679	0.097	0.154	1.73176675162606e-112
"Fie"	0.253404462387361	1.15181924024873e-116	-0.253404462387361	0.301	0.383	1.85131906485178e-112
"CG11752"	0.289982303455183	1.20407286713855e-116	-0.289982303455183	0.142	0.207	1.9353063193518e-112
"COX6B"	0.251190386562834	4.52767658898281e-115	-0.251190386562834	0.464	0.548	7.27733458147208e-111
"Ddc"	0.379844460681528	7.0947649249259e-115	-0.379844460681528	0.347	0.42	1.14034156638334e-110
"Cyt-c-p"	0.274980303179631	9.74013137974058e-115	-0.274980303179631	0.383	0.467	1.5655313166657e-110
"CG15628"	0.280775550759357	8.11204548293213e-114	-0.280775550759357	0.291	0.371	1.30384907047168e-109
"CG14407"	0.302188193345206	2.39982820136275e-113	-0.302188193345206	0.094	0.149	3.85724386805034e-109
"Atox1"	0.272363638270467	2.63657746325602e-113	-0.272363638270467	0.228	0.302	4.23777095669139e-109
"EMC10"	0.267630846624066	1.35798669861944e-112	-0.267630846624066	0.14	0.203	2.18269202069103e-108
"NP15.6"	0.287874286430892	1.90721629690697e-112	-0.287874286430892	0.088	0.141	3.06546875401858e-108
"Tsp66E"	0.273030530222992	2.00791338168795e-112	-0.273030530222992	0.276	0.354	3.22731917838704e-108
"CaMKI"	0.258796392815904	3.14952020933902e-112	-0.258796392815904	0.432	0.516	5.0622238324706e-108
"ND-ACP"	0.277137313297011	4.22412275012008e-111	-0.277137313297011	0.193	0.264	6.789432496268e-107
"bip2"	0.251530650361306	4.08215858321758e-110	-0.251530650361306	0.42	0.503	6.56125349080561e-106
"CHOp24"	0.282799548831454	4.11821032519534e-110	-0.282799548831454	0.081	0.133	6.61919945568647e-106
"CG3009"	0.30827962825909	1.33217437211951e-109	-0.30827962825909	0.188	0.258	2.14120386830769e-105
"lncRNA:CR45332"	0.352722459120687	1.69226587454132e-109	-0.352722459120687	0.078	0.127	2.71997894015026e-105
"Gapdh2"	0.265423555672875	1.94801657077063e-109	-0.265423555672875	0.305	0.384	3.13104703419964e-105
"MED21"	0.296615016898842	1.46350151158513e-108	-0.296615016898842	0.124	0.183	2.35228597957077e-104
"hpRNA:CR18854"	0.25440523202952	1.48675052575461e-107	-0.25440523202952	0.221	0.292	2.38965412004538e-103
"Taf10b"	0.306599161562522	5.48449013761666e-107	-0.306599161562522	0.09	0.142	8.81522099819126e-103
"CG4364"	0.28437642220626	5.70837887317943e-107	-0.28437642220626	0.094	0.148	9.1750773628613e-103
"ND-B14.7"	0.281414651222226	1.25329671573954e-106	-0.281414651222226	0.127	0.187	2.01442381120816e-102
"Prosbeta5"	0.290012267414211	1.05518053813131e-105	-0.290012267414211	0.068	0.114	1.69599167893846e-101
"RpS20"	0.275575825985367	1.89025397466165e-105	-0.275575825985367	0.32	0.398	3.03820521347367e-101
"CG13920"	0.306600946672477	1.45729334700981e-104	-0.306600946672477	0.12	0.177	2.34230759664887e-100
"CG5214"	0.256538662471217	9.98180432035138e-104	-0.256538662471217	0.129	0.188	1.60437540841008e-99
"Neb-cGP"	0.250563864707441	3.41520828452413e-103	-0.250563864707441	0.302	0.379	5.48926427571564e-99
"CG13585"	0.254662611613227	3.21738016244535e-102	-0.254662611613227	0.142	0.202	5.17129513509842e-98
"ND-AGGG"	0.283742879792818	1.08443205387635e-101	-0.283742879792818	0.106	0.16	1.74300764019545e-97
"dj-1beta"	0.271551131074009	6.29855705055057e-101	-0.271551131074009	0.063	0.107	1.01236707473499e-96
"Cisd2"	0.290366876613541	2.07515245051184e-100	-0.290366876613541	0.133	0.191	3.33539253370769e-96
"Fkbp59"	0.263110487540269	5.69431532164789e-100	-0.263110487540269	0.063	0.106	9.15247301648465e-96
"ND-B15"	0.280259362306031	1.84976146970521e-99	-0.280259362306031	0.143	0.203	2.97312161025719e-95
"ND-42"	0.267220451847286	3.62449448934193e-99	-0.267220451847286	0.116	0.171	5.82564999271929e-95
"Coq7"	0.269573588264827	1.37768225089996e-98	-0.269573588264827	0.085	0.134	2.21434868187151e-94
"gammaSnap1"	0.271326144705047	3.26391532880841e-98	-0.271326144705047	0.172	0.235	5.24609110799376e-94
"ND-B17"	0.263434323892872	5.30737347511951e-98	-0.263434323892872	0.159	0.221	8.53054138655959e-94
"ND-ASHI"	0.259373508260465	6.92058329021072e-98	-0.259373508260465	0.127	0.184	1.11234535223557e-93
"jdp"	0.396584380001426	2.12622904152019e-96	-0.396584380001426	0.182	0.244	3.4174879384354e-92
"Desat1"	0.280786780304686	3.05427216234639e-96	-0.280786780304686	0.222	0.29	4.90913164653934e-92
"CG7430"	0.279272759789654	3.1317926585963e-95	-0.279272759789654	0.117	0.171	5.03373034016184e-91
"RpL34a"	0.293019641175246	5.93595327584845e-95	-0.293019641175246	0.114	0.167	9.54085770027121e-91
"Gapdh1"	0.267882787872799	7.30284476497637e-95	-0.267882787872799	0.147	0.206	1.17378623907465e-90
"CG5903"	0.268711250408182	2.7481231484595e-93	-0.268711250408182	0.185	0.248	4.41705833651895e-89
"Phb2"	0.281521307974065	1.12678206974944e-92	-0.281521307974065	0.078	0.123	1.81107682070827e-88
"Gpdh1"	0.254598004618728	3.12383417477389e-92	-0.254598004618728	0.191	0.254	5.02093866911407e-88
"SC35"	0.278559831550162	9.62818505094335e-92	-0.278559831550162	0.099	0.148	1.54753818323812e-87
"frj"	0.274165015196874	3.54586341461573e-90	-0.274165015196874	0.082	0.128	5.69926626631186e-86
"EMC4"	0.274970608910482	1.00967601647936e-89	-0.274970608910482	0.098	0.147	1.62285226128727e-85
"galectin"	0.271545108460282	1.15863977885839e-89	-0.271545108460282	0.111	0.163	1.86228171655909e-85
"Glut1"	0.322987406892335	2.52261042652062e-89	-0.322987406892335	0.461	0.524	4.05459173854659e-85
"EloC"	0.252520811072392	4.14454718204492e-87	-0.252520811072392	0.142	0.197	6.6615306857008e-83
"cl"	0.279158067747607	1.64699874640982e-85	-0.279158067747607	0.089	0.134	2.6472210851045e-81
"CG17716"	0.295690474628621	7.91890611520617e-85	-0.295690474628621	0.477	0.536	1.27280577989709e-80
"eIF3h"	0.257913412657106	1.06728657985911e-84	-0.257913412657106	0.111	0.161	1.71544971980755e-80
"CG33143"	0.271731749566272	1.57557615700892e-84	-0.271731749566272	0.21	0.272	2.53242355716043e-80
"Adk2"	0.257874380289437	1.72604066776677e-84	-0.257874380289437	0.167	0.225	2.77426516530152e-80
"kirre"	0.26647548753671	1.0094028924784e-82	-0.26647548753671	0.345	0.414	1.62241326908054e-78
"CG14817"	0.251031317947359	3.84843386641131e-82	-0.251031317947359	0.089	0.135	6.1855877534829e-78
"CG14818"	0.25906543133155	5.85846040290636e-81	-0.25906543133155	0.166	0.222	9.41630340559139e-77
"SiaT"	0.342181217195813	3.2393091809466e-80	-0.342181217195813	0.128	0.176	5.20654164653547e-76
"CG33199"	0.252657010459692	1.88663350332104e-71	-0.252657010459692	0.114	0.159	3.03238602988791e-67
"CG43324"	0.259841522602281	5.18267551072767e-68	-0.259841522602281	0.123	0.169	8.33011434839258e-64
"fred"	0.307160409249434	1.57980249883889e-64	-0.307160409249434	0.236	0.292	2.53921655638375e-60
"lncRNA:CR45312"	0.301753115110487	1.4373507275474e-62	-0.301753115110487	0.157	0.205	2.31025382438694e-58
"CtsB1"	0.252555126505838	1.05503886567364e-60	-0.252555126505838	0.095	0.132	1.69576396879724e-56
"CG42750"	0.367153999223536	1.95295464110797e-48	-0.367153999223536	0.5	0.547	3.13898399465284e-44
"Cbp53E"	0.283324398897665	6.39067945806309e-44	-0.283324398897665	0.478	0.509	1.02717390929448e-39
"Hsp26"	0.356831738507383	2.39385754154689e-29	-0.356831738507383	0.195	0.224	3.84764722652832e-25
"beat-Ic"	0.3000990319701	3.13455408404621e-28	-0.3000990319701	0.287	0.309	5.03816877928747e-24
"Hsp70Bc"	0.292531851749601	1.39461182450135e-22	-0.292531851749601	0.127	0.149	2.24155958552102e-18
"Tk"	0.308681303670629	3.09248705679733e-18	-0.308681303670629	0.116	0.131	4.97055444639035e-14
"vvl"	0.253503860421892	1.00025115113863e-16	-0.253503860421892	0.102	0.109	1.60770367522512e-12
